POC,frameWidth,frameHeight,puX,puY,puWidth,puHeight,biPred,nCP,LT_X,LT_Y,RT_X,RT_Y,LB_X,LB_Y,subX,subY,mv_X,mv_Y
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,40,15,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,40,15,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,40,15,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,40,15,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,40,15,-14
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,40,15,-14
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,44,18,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,44,18,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,44,18,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,44,17,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,44,17,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,44,17,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,44,17,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,44,17,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,44,17,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,44,17,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,44,17,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,44,16,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,44,16,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,44,16,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,44,16,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,44,16,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,44,16,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,44,16,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,44,16,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,44,15,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,44,15,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,44,15,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,44,15,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,44,15,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,44,15,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,44,15,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,44,15,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,44,14,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,44,14,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,44,14,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,44,14,-14
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,44,14,-14
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,48,17,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,48,17,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,48,17,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,48,17,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,48,16,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,48,16,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,48,16,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,48,16,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,48,16,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,48,16,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,48,16,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,48,16,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,48,15,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,48,15,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,48,15,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,48,15,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,48,15,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,48,15,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,48,15,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,48,15,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,48,14,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,48,14,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,48,14,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,48,14,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,48,14,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,48,14,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,48,14,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,48,14,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,48,13,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,48,13,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,48,13,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,48,13,-14
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,52,16,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,52,16,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,52,16,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,52,16,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,52,16,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,52,15,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,52,15,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,52,15,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,52,15,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,52,15,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,52,15,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,52,15,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,52,15,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,52,14,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,52,14,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,52,14,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,52,14,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,52,14,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,52,14,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,52,14,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,52,14,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,52,13,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,52,13,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,52,13,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,52,13,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,52,13,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,52,13,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,52,13,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,52,13,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,52,12,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,52,12,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,52,12,-14
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,56,15,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,56,15,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,56,15,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,56,15,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,56,15,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,56,15,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,56,14,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,56,14,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,56,14,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,56,14,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,56,14,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,56,14,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,56,14,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,56,14,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,56,13,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,56,13,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,56,13,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,56,13,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,56,13,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,56,13,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,56,13,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,56,13,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,56,12,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,56,12,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,56,12,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,56,12,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,56,12,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,56,12,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,56,12,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,56,12,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,56,11,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,56,11,-14
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,60,14,6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,60,14,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,60,14,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,60,14,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,60,14,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,60,14,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,60,14,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,60,13,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,60,13,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,60,13,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,60,13,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,60,13,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,60,13,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,60,13,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,60,13,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,60,12,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,60,12,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,60,12,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,60,12,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,60,12,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,60,12,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,60,12,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,60,12,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,60,11,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,60,11,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,60,11,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,60,11,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,60,11,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,60,11,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,60,11,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,60,11,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,60,10,-14
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,64,13,6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,64,13,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,64,13,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,64,13,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,64,13,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,64,13,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,64,13,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,64,13,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,64,12,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,64,12,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,64,12,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,64,12,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,64,12,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,64,12,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,64,12,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,64,12,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,64,11,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,64,11,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,64,11,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,64,11,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,64,11,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,64,11,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,64,11,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,64,11,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,64,10,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,64,10,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,64,10,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,64,10,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,64,10,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,64,10,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,64,10,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,64,10,-14
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,68,13,6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,68,12,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,68,12,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,68,12,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,68,12,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,68,12,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,68,12,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,68,12,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,68,12,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,68,11,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,68,11,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,68,11,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,68,11,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,68,11,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,68,11,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,68,11,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,68,11,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,68,10,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,68,10,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,68,10,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,68,10,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,68,10,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,68,10,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,68,10,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,68,10,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,68,9,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,68,9,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,68,9,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,68,9,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,68,9,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,68,9,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,68,9,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,72,12,6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,72,12,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,72,11,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,72,11,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,72,11,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,72,11,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,72,11,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,72,11,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,72,11,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,72,11,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,72,10,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,72,10,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,72,10,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,72,10,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,72,10,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,72,10,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,72,10,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,72,10,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,72,9,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,72,9,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,72,9,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,72,9,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,72,9,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,72,9,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,72,9,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,72,9,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,72,8,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,72,8,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,72,8,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,72,8,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,72,8,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,72,8,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,76,11,6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,76,11,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,76,11,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,76,10,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,76,10,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,76,10,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,76,10,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,76,10,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,76,10,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,76,10,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,76,10,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,76,9,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,76,9,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,76,9,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,76,9,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,76,9,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,76,9,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,76,9,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,76,9,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,76,8,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,76,8,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,76,8,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,76,8,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,76,8,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,76,8,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,76,8,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,76,8,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,76,7,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,76,7,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,76,7,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,76,7,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,76,7,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,80,10,6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,80,10,6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,80,10,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,80,10,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,80,9,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,80,9,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,80,9,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,28,80,9,2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,32,80,9,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,36,80,9,1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,40,80,9,0
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,44,80,9,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,48,80,8,-1
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,52,80,8,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,56,80,8,-2
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,60,80,8,-3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,64,80,8,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,68,80,8,-4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,72,80,8,-5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,76,80,8,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,80,80,7,-6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,84,80,7,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,88,80,7,-7
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,92,80,7,-8
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,96,80,7,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,100,80,7,-9
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,104,80,7,-10
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,108,80,7,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,112,80,6,-11
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,116,80,6,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,120,80,6,-12
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,124,80,6,-13
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,0,84,9,6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,4,84,9,6
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,8,84,9,5
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,12,84,9,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,16,84,9,4
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,20,84,8,3
3,1920,1080,768,256,128,128,0,3,28,4,24,-16,0,8,24,84,8,3
